NOMS HUMAINS,SECOND NOM,TROISIEME NOM,NOMS DRAGONS,COULEUR DRAGON,H/F/O,Id unique,Mort,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences
Kizan,,,,,HOMME,603.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Klada,,,,,FEMME,128.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Kubisa,,,,,FEMME,129.0,,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24
Kulan,,,,,HOMME,604.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
Kulla,,,,,FEMME,130.0,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
Kung,,,,,,988.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurt,,,,,,989.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kwan ,Marceau,,,,HOMME,605.0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Kylara,,,Pridith,or,FEMME,131.0,,0,0,0,0,0,4,0,38,230,5,0,3,6,0,0,286
Kylara,,,Prideth,reine,FEMME,131.0,,0,0,0,0,0,4,0,38,230,5,0,3,6,0,0,286
Kylos,,,,,HOMME,606.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L’bol,,,Timenth,bronze,HOMME,607.0,,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25
L’mal,,,Clinnith,bronze,HOMME,608.0,True,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
L’rad,,,,,HOMME,609.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L’rayl,,,Sorth,brun,HOMME,610.0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
L’sur,,,,,HOMME,611.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
L’tol,Lytol,Lytonal,Larth,brun,HOMME,612.0,,0,3,0,0,0,18,11,79,141,0,3,0,236,243,73,807
L’trel,,,Falgrenth,bleu,HOMME,613.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L’vin,,,Jith,bronze,,990.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L’zal,,,,vert,,991.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
L’zan,,,,,HOMME,614.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Laela,,,,,FEMME,132.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Laland,,,,,HOMME,615.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lally,Moorhouse,,,,FEMME,133.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Landon,,,,,HOMME,616.0,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
Langrell,,,,,HOMME,617.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Larad,,,,vert,HOMME,618.0,,0,13,0,0,0,103,23,29,68,0,0,0,2,75,14,327
Laradian,,,,,HOMME,619.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Laradian,,,,,HOMME,620.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Larna,Lama,,,,FEMME,134.0,True,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14
Laudey,,,,,HOMME,621.0,,0,5,0,0,0,18,0,0,4,0,0,3,1,12,2,45
Lauley,,,,,HOMME,622.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Laura,,,,,FEMME,135.0,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Lavel,,,,,HOMME,623.0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Layrence,,,,,,992.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lear,,,,,HOMME,624.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Lechi,,,,,,993.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Leef,Leff,,,,HOMME,625.0,,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,33
Lemsia,,,,,FEMME,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lensdale,,,,,HOMME,626.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Léo,Léopol,,,,HOMME,627.0,,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,82
Leri,,,Holth,reine,FEMME,137.0,,0,0,0,306,13,0,0,0,0,0,0,0,0,0,0,319
Lesnour,,,,,HOMME,628.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Lessa,,,Ramoth,reine,FEMME,138.0,,0,82,0,0,0,120,14,674,440,45,3,20,309,353,292,2352
Lesselam,,,,,,994.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lesselden,,,,,HOMME,629.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Levalla,,,Oribeth,reine,FEMME,139.0,,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24
Lexey,,,,,HOMME,630.0,,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26
Lias,,,,,HOMME,631.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
Libby,,,,,FEMME,140.0,,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
Lidora,,,Ilith,reine,FEMME,141.0,,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,15
Ligand,,,,,HOMME,632.0,,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5
Lilla,,,,,FEMME,142.0,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
Lissala,,,,,FEMME,143.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Lobirn,,,,,HOMME,633.0,,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,74
Lonada,,,,,FEMME,144.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Londik,,,,,HOMME,634.0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
Loreana,,,,,FEMME,145.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lorra,,,,,FEMME,146.0,,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48
Losacot,,,,,HOMME,635.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Lotricia,,,,,FEMME,147.0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15
Lotricia,,,,,FEMME,148.0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15
Lozell,,,,,HOMME,636.0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Luccha,,,,,FEMME,149.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Lucil,,,,,FEMME,150.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lucy,Tubberman,,,,FEMME,151.0,True,88,0,4,0,0,0,0,0,0,0,0,0,0,0,3,95
Lur,,,,,HOMME,637.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M’barak,,,Arith,bleu,HOMME,638.0,,0,0,0,56,17,0,0,0,0,0,0,0,0,0,0,73
M’dani,,,,,,995.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
M’gent,,,Ith,bronze,HOMME,639.0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
M’hall,,,,,,996.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
M’leng,,,Sith,vert,HOMME,640.0,,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,70
M’ling,,,,,,997.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M’odon,,,Nigarth,brun,HOMME,641.0,True,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
M’rak,,,Caneth,bronze,HOMME,642.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
M’rand,,,,,HOMME,643.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,39
M’ray,,,Quoarth,brun,HOMME,644.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
M’rek,,,Zigith,bronze,HOMME,645.0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
M’ridin,,,Cortath,,HOMME,646.0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
M’shall,,,Craigath,,HOMME,647.0,,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,143
M’sur,,,,brun,HOMME,648.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M’tani,,,Hogarth,bronze,HOMME,649.0,,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,40
Macabir,,,,,HOMME,650.0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
Macester,,,,,HOMME,651.0,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Macy,,,,,HOMME,652.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Magalia,,,,,FEMME,152.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Maidir,,,,,HOMME,653.0,True,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46
Mairi,,,,,FEMME,153.0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Mairian,,,,,,998.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Maizella,,,,,FEMME,154.0,,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57
Makfar,,,,,HOMME,654.0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
Mallan,,,,,HOMME,655.0,,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27
Manora,,,,,FEMME,155.0,,0,0,0,0,0,0,9,60,72,50,6,2,5,4,34,242
Manotti,,,,,HOMME,656.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
Mar,Dook,,,,HOMME,657.0,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Mara,,,,,FEMME,156.0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
Maranis,,,,,HOMME,658.0,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
Marcator,,,,,HOMME,659.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Marchane,,,,,,999.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Marcine,,,,,FEMME,157.0,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
Marco,Galliani,,Duluth,brun,HOMME,660.0,True,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Mardra,,,Loranth,reine,FEMME,158.0,,0,0,0,0,0,18,0,25,46,0,0,5,4,2,0,100
Mardy,,,,,FEMME,159.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Marella,,,,,FEMME,160.0,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,15
Margatta,,,Ludeth,reine,FEMME,161.0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5
Margatta,,,Luduth,,FEMME,161.0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5
Mari,,,,,FEMME,162.0,,4,2,13,1,5,12,19,0,0,0,1,0,0,5,1,63
Marley,,,,,HOMME,661.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Marlifin,,,,,HOMME,662.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Marshal,,,,,,1000.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mary,Tubberman,,,,FEMME,163.0,,108,0,4,0,0,0,0,0,0,0,0,0,0,0,3,115
Matsen,,,,,HOMME,663.0,True,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Mattew,Matt,,,,HOMME,664.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Mavi,,,,,FEMME,164.0,,0,1,0,0,0,0,0,0,0,84,1,0,0,0,0,86
Maxilant,,,,,HOMME,665.0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Maylone,,,,,HOMME,666.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
Mechalla,,,,,FEMME,165.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Medaman,,,,,HOMME,667.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Medda,,,,,FEMME,166.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Mekelroy,Pinch,,,,HOMME,668.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178
Mellora,,,Dalgeth,reine,FEMME,167.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melongel,,,,,HOMME,669.0,,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,97
Menolly,Nolly,Monolly,Beauté,reine,FEMME,168.0,,0,146,0,0,0,30,0,0,0,610,995,303,323,121,26,2554
Menolly,,,Rocky,bronze,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Diver,bronze,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Poll,bronze,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Paresseux,brun,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Minic,brun,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Brownie,brun,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Tantine 1,vert,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Tantine 2,vert,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Menolly,,,Oncle,bleu,FEMME,168.0,,0,133,0,0,0,30,0,0,0,610,995,302,323,121,26,2540
Mercia,,,,,FEMME,169.0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Merdine,,,,,HOMME,670.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Merelan,,,,,FEMME,170.0,True,0,0,0,0,0,0,337,0,0,0,2,0,0,0,0,339
Merika,,,,reine,FEMME,171.0,,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,8
Merin,,,,,FEMME,172.0,True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Meron,,,,,HOMME,671.0,True,0,0,0,0,0,7,0,28,141,0,1,108,8,1,0,294
Mesla,,,,,FEMME,173.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Miata,,,,,FEMME,174.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mibbut,,,,,,1001.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Michael,,,,,HOMME,672.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mick,,,,,HOMME,673.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mickulin,,,,,HOMME,674.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Milla,,,,,FEMME,175.0,True,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3
Minnarden,,,,,HOMME,675.0,,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35
Miridan,,,Sutanith,reine,FEMME,176.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Mirrim,,,Path,vert,FEMME,177.0,,0,50,0,0,0,2,0,0,56,108,4,39,79,84,89,511
Mirrim,,,Reppa,lézard vert,FEMME,177.0,,0,50,0,0,0,2,0,0,56,108,4,39,79,84,89,511
Mirrim,,,Lok,lézard vert,FEMME,177.0,,0,50,0,0,0,2,0,0,56,108,4,39,79,84,89,511
Mirrim,,,Tolly,lézard brun,FEMME,177.0,,0,50,0,0,0,2,0,0,56,108,4,39,79,84,89,511
Miskin,,,,,,1002.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Mislue,,,,,FEMME,178.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moreta,Moretta,,Orlith,reine,FEMME,179.0,True,0,0,0,1118,41,0,3,7,1,0,8,0,0,0,3,1181
Morif,,,,,HOMME,676.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Morilton,,,,,HOMME,677.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,41
Morin,,,,,HOMME,678.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Morshal,Morshall,,,,HOMME,679.0,,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
Mosser,,,,,HOMME,680.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Mostar,,,,,HOMME,681.0,,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,8
Mumolon,,,,,HOMME,682.0,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Munchaun,,,,,HOMME,683.0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
Murda,,,,,FEMME,180.0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
Murfytwen,,,,,HOMME,684.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Murolin,,,,,,1003.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
N’bil,,,,,,1004.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
N’gent,,,,,HOMME,685.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
N’men,,,Jelth,bleu,HOMME,686.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
N’mool,,,Bidorth,bronze,HOMME,687.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
N’ran,N’nan,,Galath,brun,HOMME,688.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N’ton,,,Lioth,bronze,HOMME,689.0,,0,3,0,0,0,24,0,9,90,19,2,35,208,74,66,530
N’ton,,,Tris,lézard brun,HOMME,689.0,,0,3,0,0,0,24,0,9,90,19,2,35,208,74,66,530
,,,Lidith,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabhi,Nabol,,,,HOMME,690.0,,62,2,0,16,1,7,15,15,73,0,1,66,2,6,0,266
Nadira,,,,reine,FEMME,181.0,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6
Nadona,,,,,FEMME,182.0,,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18
Nalka,,,,,FEMME,183.0,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
Namurra,,,Jillith,reine,FEMME,184.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Naprila,,,,,HOMME,691.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Nataly,,,,,FEMME,185.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Naton,,,,,HOMME,692.0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Nattai,,,,,FEMME,186.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Naylor,,,,,,1005.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Nazer,,,,,HOMME,693.0,,0,9,0,0,0,38,0,0,0,0,0,0,0,0,0,47
Ned,Tubberman,,,,HOMME,694.0,,107,0,4,0,0,0,0,0,0,0,0,0,0,0,3,114
Neilla,,,,,FEMME,187.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Neldama,,,Yasith,,FEMME,188.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Nera,,,,,FEMME,189.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
Nessel,,,,,HOMME,695.0,,0,1,0,0,0,0,0,4,19,0,0,2,1,17,0,44
Nesso,,,,,FEMME,190.0,,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,86
Nia,,,,,FEMME,191.0,,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,8
Nicat,,,,,HOMME,696.0,,0,26,0,0,0,4,0,0,2,11,3,4,42,6,0,98
Nielsen,,,,,HOMME,697.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nika,,,,,FEMME,192.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Niness,,,,,HOMME,698.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nip,,,,,HOMME,699.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Nora,Sejby,,Tenneth,or,FEMME,193.0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Norist,,,,,HOMME,700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,56
Norman,,,,,HOMME,701.0,,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,28
Nurevin,,,,,HOMME,702.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
Nyassa,Clissmann,,,,FEMME,194.0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
O’ney,,,Queth,bronze,HOMME,703.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Ogolly,,,,,HOMME,704.0,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20
Oharan,,,,,HOMME,705.0,,0,0,0,0,0,0,0,0,0,16,0,9,1,0,0,26
Oklina,,,Hannath,reine,FEMME,195.0,,0,0,0,100,72,0,0,0,0,0,0,0,0,0,0,172
Oldive,,,,,HOMME,706.0,,0,39,0,0,0,9,14,0,0,0,28,50,37,108,68,353
Olodkey,,,,,HOMME,707.0,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
Olos,,,,,HOMME,708.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Oma,,,,,FEMME,196.0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Ongola,,,,,HOMME,709.0,,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
Orna,,,,,FEMME,197.0,,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18
Osemore,,,,,HOMME,710.0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Oterel,,,,,HOMME,711.0,,0,6,0,0,0,3,9,0,26,0,0,11,0,39,0,94
Otto,Hegelman,,,,HOMME,712.0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Ozzie,Munson,Oz,,,HOMME,713.0,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
P’leen,,,Aaith,bronze,,1006.0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
P’nine,,,Ixth,bronze,HOMME,714.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
P’ratan,,,Poranth,vert,HOMME,715.0,,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,15
P’tero,,,Ormonth,bleu,HOMME,716.0,,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,122
P’zar,,,,,HOMME,717.0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
Palim,,,,,HOMME,718.0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
Palla,,,Talmanth,reine,FEMME,198.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Pardure,,,,,HOMME,719.0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Pardure,,,,,HOMME,720.0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Parren,,,,,HOMME,721.0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Pat,Hempenstall,,,,HOMME,722.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Patrice,de Broglie,,,,HOMME,723.0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Patry,,,,,HOMME,724.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Patsy,Swann,,,,FEMME,199.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paul,Benden,,,,HOMME,725.0,,445,32,101,54,8,147,122,50,227,33,36,44,155,76,125,1655
Paul,Logorides,,,,HOMME,726.0,,412,0,0,0,0,1,0,0,0,1,1,1,0,1,1,418
Paulin,,,,,HOMME,727.0,,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,252
Pell,,,,,HOMME,728.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8
Pellomar,,,,vert,HOMME,729.0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Pendora,,,,,FEMME,200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pendra,,,,,FEMME,201.0,True,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,21
Pergamol,,,,,HOMME,730.0,,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
Perschar,Pershar,,,,HOMME,731.0,,0,1,0,0,0,42,0,0,0,0,0,0,0,7,0,50
Persellan,,,,,HOMME,732.0,,0,102,0,0,0,0,0,0,0,0,0,0,0,0,10,112
Pessia,,,,,FEMME,202.0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Petan,,,,,HOMME,733.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Peter,Semling,,Gilgath,bronze,HOMME,734.0,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Peterpar,,,,,HOMME,735.0,,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
Petey,Pete,,,,HOMME,736.0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Peth,,,,,,1007.0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Petillo,,,,,HOMME,737.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Petiron,,,,,HOMME,738.0,True,0,3,0,0,0,0,299,0,0,75,66,0,0,0,0,443
Phas,Radamanth,,,,HOMME,739.0,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Piemur,,,Farli,reine,HOMME,740.0,,0,5,0,0,0,568,0,0,0,0,286,751,184,379,10,2183
Piemur,,,Farli,reine lézard,HOMME,740.0,,0,5,0,0,0,568,0,0,0,0,286,751,184,379,10,2183
Piemur,,,Stupide,Coureur,HOMME,740.0,,0,5,0,0,0,568,0,0,0,0,286,751,184,379,10,2183
Piemur,,,,,HOMME,741.0,,0,5,0,0,0,568,0,0,0,0,286,751,184,379,10,2183
Pierre,de Courcis,,,,HOMME,742.0,,58,20,21,25,6,20,16,88,53,14,13,14,82,14,19,463
Pilgra,,,Selgrith,reine,FEMME,203.0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32,42
Pol,,,,,HOMME,743.0,,220,0,0,0,17,2,0,0,0,0,0,0,0,0,0,239
Pol ,Nietro,,,,HOMME,744.0,,233,0,0,0,17,2,0,0,0,0,0,0,0,0,0,252
Pona,,,,,FEMME,204.0,,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
Porrig,Connell,,,,HOMME,745.0,,39,0,3,0,0,0,0,0,0,0,0,0,0,3,0,45
Possil,,,,,HOMME,746.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Pragal,,,,,HOMME,747.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Pressen,,,,,HOMME,748.0,,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,39
Prilla,,,Selianth,reine,FEMME,205.0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5
